
[00:00:00.000 --> 00:00:29.980]   . . . .
[01:02:48.580 --> 01:02:49.580]   God is gracious near the Lord I retreat
[01:02:49.580 --> 01:02:50.580]   God is gracious near the Lord I retreat
[01:02:50.580 --> 01:02:51.580]   God is gracious near the Lord I retreat
[01:02:51.580 --> 01:02:52.580]   God is gracious near the Lord I retreat
[01:02:52.580 --> 01:02:53.580]   God is gracious near the Lord I retreat
[01:02:53.580 --> 01:02:54.580]   God is gracious near the Lord I retreat
[01:02:54.580 --> 01:02:55.580]   God is gracious near the Lord I retreat
[01:02:55.580 --> 01:02:56.580]   God is gracious near the Lord I retreat
[01:02:56.580 --> 01:02:57.580]   God is gracious near the Lord I retreat
[01:02:57.580 --> 01:02:58.580]   God is gracious near the Lord I retreat
[01:02:58.580 --> 01:02:59.580]   God is gracious near the Lord I retreat
[01:02:59.580 --> 01:03:00.580]   God is gracious near the Lord I retreat
[01:03:00.580 --> 01:03:01.580]   God is gracious near the Lord I retreat
[01:03:01.580 --> 01:03:02.580]   God is gracious near the Lord I retreat
[01:03:02.580 --> 01:03:03.580]   God is gracious near the Lord I retreat
[01:03:03.580 --> 01:03:04.580]   God is gracious near the Lord I retreat
[01:03:04.580 --> 01:03:05.580]   God is gracious near the Lord I retreat
[01:03:05.580 --> 01:03:07.580]   God is gracious near the Lord I retreat
[01:03:07.580 --> 01:03:08.580]   God is gracious near the Lord I retreat
[01:03:08.580 --> 01:03:09.580]   God is gracious near the Lord I retreat
[01:03:09.580 --> 01:03:10.580]   God is gracious near the Lord I retreat
[01:03:10.580 --> 01:03:11.580]   God is gracious near the Lord I retreat
[01:03:11.580 --> 01:03:12.580]   God is gracious near the Lord I retreat
[01:03:12.580 --> 01:03:13.580]   God is gracious near the Lord I retreat
[01:03:13.580 --> 01:03:14.580]   God is gracious near the Lord I retreat
[01:03:14.580 --> 01:03:15.580]   God is gracious near the Lord I retreat
[01:03:15.580 --> 01:03:16.580]   God is gracious near the Lord I retreat
[01:03:16.580 --> 01:03:17.580]   God is gracious near the Lord I retreat
[01:03:17.580 --> 01:03:18.580]   God is gracious near the Lord I retreat
[01:03:18.580 --> 01:03:19.580]   God is gracious near the Lord I retreat
[01:03:19.580 --> 01:03:20.580]   God is gracious near the Lord I retreat
[01:03:20.580 --> 01:03:21.580]   God is gracious near the Lord I retreat
[01:03:21.580 --> 01:03:22.580]   God is gracious near the Lord I retreat
[01:03:22.580 --> 01:03:23.580]   God is gracious near the Lord I retreat
[01:03:23.580 --> 01:03:24.580]   God is gracious near the Lord I retreat
[01:03:24.580 --> 01:03:25.580]   God is gracious near the Lord I retreat
[01:03:25.580 --> 01:03:26.580]   God is gracious near the Lord I retreat
[01:03:26.580 --> 01:03:28.580]   God is gracious near the Lord I retreat
[01:03:28.580 --> 01:03:30.580]   God is gracious near the Lord I retreat
[01:03:30.580 --> 01:03:32.580]   God is gracious near the Lord I retreat
[01:03:32.580 --> 01:03:33.580]   God is gracious near the Lord I retreat
[01:03:33.580 --> 01:03:34.580]   God is gracious near the Lord I retreat
[01:03:34.580 --> 01:03:35.580]   God is gracious near the Lord I retreat
[01:03:35.580 --> 01:03:36.580]   God is gracious near the Lord I retreat
[01:03:36.580 --> 01:03:37.580]   God is gracious near the Lord I retreat
[01:03:37.580 --> 01:03:38.580]   God is gracious near the Lord I retreat
[01:03:38.580 --> 01:03:39.580]   God is gracious near the Lord I retreat
[01:03:39.580 --> 01:03:40.580]   God is gracious near the Lord I retreat
[01:03:40.580 --> 01:03:41.580]   God is gracious near the Lord I retreat
[01:03:41.580 --> 01:03:42.580]   God is gracious near the Lord I retreat
[01:03:42.580 --> 01:03:43.580]   God is gracious near the Lord I retreat
[01:03:43.580 --> 01:03:44.580]   God is gracious near the Lord I retreat
[01:03:44.580 --> 01:03:45.580]   God is gracious near the Lord I retreat
[01:03:45.580 --> 01:03:46.580]   God is gracious near the Lord I retreat
[01:03:46.580 --> 01:03:47.580]   God is gracious near the Lord I retreat
[01:03:47.580 --> 01:03:48.580]   God is gracious near the Lord I retreat
[01:03:48.580 --> 01:03:50.580]   God is gracious near the Lord I retreat
[01:03:50.580 --> 01:03:51.580]   God is gracious near the Lord I retreat
[01:03:51.580 --> 01:03:53.580]   God is gracious near the Lord I retreat
[01:03:53.580 --> 01:03:55.580]   God is gracious near the Lord I retreat
[01:03:55.580 --> 01:03:56.580]   God is gracious near the Lord I retreat
[01:03:56.580 --> 01:03:57.580]   God is gracious near the Lord I retreat
[01:03:57.580 --> 01:03:58.580]   God is gracious near the Lord I retreat
[01:03:58.580 --> 01:03:59.580]   God is gracious near the Lord I retreat
[01:03:59.580 --> 01:04:00.580]   God is gracious near the Lord I retreat
[01:04:00.580 --> 01:04:01.580]   God is gracious near the Lord I retreat
[01:04:01.580 --> 01:04:02.580]   God is gracious near the Lord I retreat
[01:04:02.580 --> 01:04:03.580]   God is gracious near the Lord I retreat
[01:04:03.580 --> 01:04:04.580]   God is gracious near the Lord I retreat
[01:04:04.580 --> 01:04:05.580]   God is gracious near the Lord I retreat
[01:04:05.580 --> 01:04:06.580]   God is gracious near the Lord I retreat
[01:04:06.580 --> 01:04:07.580]   God is gracious near the Lord I retreat
[01:04:07.580 --> 01:04:08.580]   God is gracious near the Lord I retreat
[01:04:08.580 --> 01:04:09.580]   God is gracious near the Lord I retreat
[01:04:09.580 --> 01:04:10.580]   God is gracious near the Lord I retreat
[01:04:10.580 --> 01:04:11.580]   God is gracious near the Lord I retreat
[01:04:11.580 --> 01:04:12.580]   God is gracious near the Lord I retreat
[01:04:12.580 --> 01:04:13.580]   God is gracious near the Lord I retreat
[01:04:13.580 --> 01:04:14.580]   God is gracious near the Lord I retreat
[01:04:14.580 --> 01:04:16.580]   God is gracious near the Lord I retreat
[01:04:16.580 --> 01:04:17.580]   God is gracious near the Lord I retreat
[01:04:17.580 --> 01:04:18.580]   God is gracious near the Lord I retreat
[01:04:18.580 --> 01:04:19.580]   God is gracious near the Lord I retreat
[01:04:19.580 --> 01:04:20.580]   God is gracious near the Lord I retreat
[01:04:20.580 --> 01:04:21.580]   God is gracious near the Lord I retreat
[01:04:21.580 --> 01:04:22.580]   God is gracious near the Lord I retreat
[01:04:22.580 --> 01:04:23.580]   God is gracious near the Lord I retreat
[01:04:23.580 --> 01:04:24.580]   God is gracious near the Lord I retreat
[01:04:24.580 --> 01:04:25.580]   God is gracious near the Lord I retreat
[01:04:25.580 --> 01:04:26.580]   God is gracious near the Lord I retreat
[01:04:26.580 --> 01:04:26.580]   God is gracious near the Lord I retreat
[01:04:26.580 --> 01:04:27.580]   God is gracious near the Lord I retreat
[01:04:27.580 --> 01:04:27.580]   God is gracious near the Lord I retreat
[01:04:27.580 --> 01:04:28.580]   God is gracious near the Lord I retreat
[01:04:28.580 --> 01:04:29.580]   God is gracious near the Lord I retreat
[01:04:29.580 --> 01:04:30.580]   God is gracious near the Lord I retreat
[01:04:30.580 --> 01:04:31.580]   God is gracious near the Lord I retreat
[01:04:31.580 --> 01:04:31.580]   God is gracious near the Lord I retreat
[01:04:31.580 --> 01:04:32.580]   God is gracious near the Lord I retreat
[01:04:32.580 --> 01:04:33.580]   God is gracious near the Lord I retreat
[01:04:33.580 --> 01:04:36.580]   God is gracious near the Lord I retreat
[01:04:36.580 --> 01:04:38.580]   God is gracious near the Lord I retreat
[01:04:38.580 --> 01:04:39.580]   God is gracious near the Lord I retreat
[01:04:39.580 --> 01:04:40.580]   God is gracious near the Lord I retreat
[01:04:40.580 --> 01:04:41.580]   God is gracious near the Lord I retreat
[01:04:41.580 --> 01:04:42.580]   God is gracious near the Lord I retreat
[01:04:42.580 --> 01:04:43.580]   God is gracious near the Lord I retreat
[01:04:43.580 --> 01:04:44.580]   God is gracious near the Lord I retreat
[01:04:44.580 --> 01:04:45.580]   God is gracious near the Lord I retreat
[01:04:45.580 --> 01:04:46.580]   God is gracious near the Lord I retreat
[01:04:46.580 --> 01:04:46.580]   God is gracious near the Lord I retreat
[01:04:46.580 --> 01:04:47.580]   God is gracious near the Lord I retreat
[01:04:47.580 --> 01:04:47.580]   God is gracious near the Lord I retreat
[01:04:47.580 --> 01:04:48.580]   God is gracious near the Lord I retreat
[01:04:48.580 --> 01:04:49.580]   God is gracious near the Lord I retreat
[01:04:49.580 --> 01:04:50.580]   God is gracious near the Lord I retreat
[01:04:50.580 --> 01:04:51.580]   God is gracious near the Lord I retreat
[01:04:51.580 --> 01:04:51.580]   God is gracious near the Lord I retreat
[01:04:51.580 --> 01:04:52.580]   God is gracious near the Lord I retreat
[01:04:52.580 --> 01:04:53.580]   God is gracious near the Lord I retreat
[01:04:53.580 --> 01:04:54.580]   God is gracious near the Lord I retreat
[01:04:54.580 --> 01:04:55.580]   God is gracious near the Lord I retreat
[01:04:55.580 --> 01:04:57.580]   God is gracious near the Lord I retreat
[01:04:57.580 --> 01:04:58.580]   God is gracious near the Lord I retreat
[01:04:58.580 --> 01:04:59.580]   God is gracious near the Lord I retreat
[01:04:59.580 --> 01:05:00.580]   God is gracious near the Lord I retreat
[01:05:00.580 --> 01:05:01.580]   God is gracious near the Lord I retreat
[01:05:01.580 --> 01:05:02.580]   God is gracious near the Lord I retreat
[01:05:02.580 --> 01:05:03.580]   God is gracious near the Lord I retreat
[01:05:03.580 --> 01:05:04.580]   God is gracious near the Lord I retreat
[01:05:04.580 --> 01:05:05.580]   God is gracious near the Lord I retreat
[01:05:05.580 --> 01:05:06.580]   God is gracious near the Lord I retreat
[01:05:06.580 --> 01:05:07.580]   God is gracious near the Lord I retreat
[01:05:07.580 --> 01:05:08.580]   God is gracious near the Lord I retreat
[01:05:08.580 --> 01:05:09.580]   God is gracious near the Lord I retreat
[01:05:09.580 --> 01:05:10.580]   God is gracious near the Lord I retreat
[01:05:10.580 --> 01:05:11.580]   God is gracious near the Lord I retreat
[01:05:11.580 --> 01:05:12.580]   God is gracious near the Lord I retreat
[01:05:12.580 --> 01:05:13.580]   God is gracious near the Lord I retreat
[01:05:13.580 --> 01:05:14.580]   God is gracious near the Lord I retreat
[01:05:14.580 --> 01:05:16.580]   God is gracious near the Lord I retreat
[01:05:16.580 --> 01:05:18.580]   God is gracious near the Lord I retreat
[01:05:18.580 --> 01:05:29.160]   Where's table three?
[01:05:29.160 --> 01:05:42.280]   They're eating hot pot, really.
[01:05:47.140 --> 01:05:49.140]   Come on, hot pot group, let's go.
[01:05:49.140 --> 01:05:54.160]   Where are they eating hot pot, outside?
[01:05:54.160 --> 01:05:56.000]   Wow.
[01:06:15.700 --> 01:06:43.420]   Oh, they're going to stream it?
[01:06:43.420 --> 01:06:43.760]   Okay.
[01:06:43.760 --> 01:06:48.140]   Because they're not done with hot pot?
[01:06:48.140 --> 01:06:50.600]   Hot pot.
[01:06:50.600 --> 01:06:52.280]   Okay.
[01:06:52.280 --> 01:07:01.340]   Hot pot.
[01:07:06.960 --> 01:07:08.980]   We are an Asian church.
[01:07:08.980 --> 01:07:15.340]   All right.
[01:07:15.340 --> 01:07:19.860]   I think most people are back in the room, so let me pray and jump in.
[01:07:22.020 --> 01:07:30.500]   Father, we thank you for this evening and thank you for just the last 10 weeks of studying through material that some people may have already known.
[01:07:30.500 --> 01:07:34.620]   And many of us, Lord God, is wrestling through for the first time.
[01:07:34.620 --> 01:07:44.820]   I pray that all that we've learned would, that we would be able to retain and have a better grasp of redemptive history and what you are doing, Father God, even now.
[01:07:44.960 --> 01:07:46.320]   So we pray for your guidance.
[01:07:46.320 --> 01:07:48.220]   In Jesus' name we pray, amen.
[01:07:48.220 --> 01:07:50.100]   All right.
[01:07:50.100 --> 01:07:54.780]   So we'll save the overview at the end before you guys get into your small group.
[01:07:55.440 --> 01:08:06.820]   Basically, going over chapter 10 and 11, if you see, it starts with the genealogy or at least the descendants of Noah, then three parts, the Jephthah, Ham, and Sham.
[01:08:06.820 --> 01:08:15.020]   And so because there's so much name, if you get into the nitty-gritty of all this stuff, sometimes you're going to miss what's the point.
[01:08:15.120 --> 01:08:15.940]   What is the main point?
[01:08:15.940 --> 01:08:16.780]   Why is this here?
[01:08:16.780 --> 01:08:17.500]   Right?
[01:08:17.500 --> 01:08:22.560]   So give me an idea, like some of you guys who, you know, discuss in your group.
[01:08:22.560 --> 01:08:24.260]   Why is this here?
[01:08:24.260 --> 01:08:25.520]   What is this trying to convey?
[01:08:25.520 --> 01:08:32.320]   All these names and their descendants and what is it conveying, like overall, other than just facts?
[01:08:32.320 --> 01:08:40.960]   What did you discuss?
[01:08:40.960 --> 01:08:41.500]   Don't look here.
[01:08:41.500 --> 01:08:42.400]   What did you guys discuss?
[01:08:42.400 --> 01:08:49.020]   Many nations, okay?
[01:08:49.020 --> 01:08:51.020]   So the beginning of nations, okay?
[01:08:51.020 --> 01:08:51.720]   Good.
[01:08:51.720 --> 01:08:52.700]   Anything else?
[01:08:52.700 --> 01:08:58.780]   Future enemies, okay?
[01:08:58.780 --> 01:08:59.540]   Very good.
[01:08:59.540 --> 01:09:06.000]   So a lot of these names, like we may not be familiar with, but I guarantee they did, right?
[01:09:06.000 --> 01:09:08.720]   They knew exactly who these descendants were.
[01:09:08.780 --> 01:09:13.520]   They're mentioned for a reason because this is for the people who are looking at this.
[01:09:13.520 --> 01:09:15.380]   Oh, this is where they come from, okay?
[01:09:15.380 --> 01:09:16.880]   Anything else?
[01:09:16.880 --> 01:09:17.940]   Anything else?
[01:09:26.520 --> 01:09:27.260]   Okay.
[01:09:27.260 --> 01:09:29.080]   How they spread out, right?
[01:09:29.080 --> 01:09:32.500]   The land that they're covering, so it's kind of connected to the nations.
[01:09:32.500 --> 01:09:36.980]   Languages, right?
[01:09:36.980 --> 01:09:40.140]   Where did the spreading of the languages come from?
[01:09:40.140 --> 01:09:44.780]   So basically, if you look at the broad picture, these are some major things that he's covering.
[01:09:45.620 --> 01:09:53.220]   It may be a little bit lost to us, but we may have to dig through archaeology and history,
[01:09:53.220 --> 01:09:55.360]   and then you can kind of connect the dots of why he's there.
[01:09:55.360 --> 01:10:00.400]   But when he first wrote this, they would have known exactly what this is, right?
[01:10:00.400 --> 01:10:02.720]   This is where these people came from.
[01:10:02.720 --> 01:10:04.680]   These are where they came from.
[01:10:04.820 --> 01:10:06.380]   So basically, that's what this is.
[01:10:06.380 --> 01:10:07.760]   This came from a broad picture.
[01:10:07.760 --> 01:10:10.280]   So remember, chapter 1 through 11, it's what?
[01:10:10.280 --> 01:10:12.780]   Genesis is the beginning, right?
[01:10:12.780 --> 01:10:15.080]   And then we'll cover that in a little bit.
[01:10:15.080 --> 01:10:17.220]   So this is the beginning of all these nations.
[01:10:17.220 --> 01:10:25.100]   So from Genesis chapter 1 through chapter, what, 10, 11, like up to the Noah's flood,
[01:10:25.100 --> 01:10:27.480]   it would have been general information that they would have known,
[01:10:27.480 --> 01:10:28.740]   oh, this is how creation came from.
[01:10:28.740 --> 01:10:29.820]   Oh, this is where it came from.
[01:10:29.820 --> 01:10:32.360]   But as they get closer to Abraham, they would have known
[01:10:32.360 --> 01:10:36.440]   that these are the very specific names that they were using, right?
[01:10:36.440 --> 01:10:38.960]   A lot of the names that are prior to that, they may not have known,
[01:10:38.960 --> 01:10:40.960]   but these are names that they would have known, okay?
[01:10:40.960 --> 01:10:46.540]   And so this is how, if you look at where they spread out,
[01:10:46.540 --> 01:10:50.060]   this is kind of, generally speaking, how they spread out.
[01:10:50.060 --> 01:10:55.980]   So Japheth, his descendants are the ones who end up going out to Europe
[01:10:55.980 --> 01:10:59.320]   or that area, and then they're spreading further out.
[01:10:59.320 --> 01:11:01.660]   Africa is Ham, right?
[01:11:01.660 --> 01:11:08.820]   And then Asia, which includes Middle East, is Shem, which is the covenant, okay?
[01:11:08.820 --> 01:11:14.100]   And so if you look at where that dot is, that's where the Tower of Babel would have been,
[01:11:14.100 --> 01:11:15.860]   and then from there they spread out.
[01:11:15.860 --> 01:11:22.200]   So again, if you go into the details, and I'm not assuming that you would have known this,
[01:11:22.200 --> 01:11:25.000]   but if you go into the details, that's kind of how it fares out.
[01:11:25.000 --> 01:11:26.680]   This is where mankind begins.
[01:11:26.680 --> 01:11:28.720]   So everything stems from this.
[01:11:30.420 --> 01:11:37.540]   So let me just quickly go over some of the significant names of Japheth and why these names would have been important.
[01:11:37.540 --> 01:11:40.540]   Javan, he's the father of the Greeks.
[01:11:42.240 --> 01:11:48.960]   They appear in Daniel's prophecy, Magog appears in Ezekiel 38 and 39, Revelation 20, at the end times.
[01:11:48.960 --> 01:11:54.460]   And then Tubal and Meshach appears in prophecies, and again, Ezekiel 27 and 38.
[01:11:55.300 --> 01:11:56.600]   Tarshish, remember that city?
[01:11:56.600 --> 01:12:00.600]   This is where Jonah flees, right?
[01:12:00.600 --> 01:12:02.520]   Flees from God and ends up in Tarshish.
[01:12:02.520 --> 01:12:12.500]   And the significance of Japheth's descendants is that that's the line where the Gentile nations, majority of the Gentile nations are formed.
[01:12:13.640 --> 01:12:17.880]   Fulfilling 927 is where Japheth will be enlarged, right?
[01:12:17.880 --> 01:12:22.340]   And he has the greatest number of descendants that are mentioned, okay?
[01:12:22.340 --> 01:12:26.780]   Significance of the names of Ham's descendants.
[01:12:26.780 --> 01:12:29.460]   And this is the cursed nation.
[01:12:29.460 --> 01:12:32.620]   Cush are the Ethiopians in Sudan.
[01:12:32.620 --> 01:12:36.120]   They appear in 1 Kings and Chronicles and Isaiah.
[01:12:36.120 --> 01:12:40.820]   Nimrod, the son of Cush, first empire builder.
[01:12:40.820 --> 01:12:45.580]   Here, his descendants are the ones who create the city of Babel.
[01:12:45.580 --> 01:12:50.900]   And then later on, on the bottom, the city of Nineveh, the capital of Assyria.
[01:12:50.900 --> 01:12:56.180]   And then Mizraim, a Hebrew word for Egypt, and that's the father of Egypt.
[01:12:56.180 --> 01:12:59.660]   One of Israel's biggest historical opponents.
[01:12:59.660 --> 01:13:06.580]   And then Castlehem, from where we get the Philistines, Genesis 10, 14.
[01:13:06.580 --> 01:13:09.900]   And then they're the ones that dominate judges and kings.
[01:13:10.580 --> 01:13:12.440]   So this is the cursed nation.
[01:13:12.440 --> 01:13:18.500]   This is the nation that majority of the names here would have been very familiar with the Jews when they first read it.
[01:13:18.500 --> 01:13:20.480]   Because these were their enemies, okay?
[01:13:20.480 --> 01:13:23.840]   Then we go to the direct descendants of Canaan.
[01:13:23.840 --> 01:13:25.400]   Sidon, the Phoenicians.
[01:13:25.400 --> 01:13:29.200]   Okay, so some of you guys who are a bit more familiar with Old Testament history.
[01:13:29.200 --> 01:13:31.440]   Most of these names you probably would recognize.
[01:13:31.440 --> 01:13:33.600]   Pyre and Sidon, right?
[01:13:33.660 --> 01:13:37.540]   They appear in, oftentimes, in the prophetic writings.
[01:13:37.540 --> 01:13:41.340]   Heth is the father of Hittites, right?
[01:13:41.340 --> 01:13:42.940]   You probably would have remembered that, maybe.
[01:13:42.940 --> 01:13:46.600]   That name appears multiple times.
[01:13:48.020 --> 01:13:50.260]   Amorites, Jebusites, Gergesites, Hivites.
[01:13:50.260 --> 01:13:56.320]   This is the nations in Canaanites, where they were going to directly go and fight against these nations.
[01:13:56.320 --> 01:14:00.240]   So the descendants of Canaan are the ones that Moses is preparing to fight.
[01:14:00.940 --> 01:14:06.100]   These guys on the left, Cush's descendants, they were historic.
[01:14:06.100 --> 01:14:07.000]   They were always around.
[01:14:07.000 --> 01:14:09.860]   Even after they go into the promised land, they still are enemies.
[01:14:10.000 --> 01:14:18.200]   But right now, the reason why this is highlighted, and why Canaan's descendants are described as cursed, right?
[01:14:18.200 --> 01:14:21.540]   Is because they're the ones that they're going to have to overthrow, right?
[01:14:21.540 --> 01:14:28.260]   And so when God tells the nation of Israel, when you go into the promised land, don't touch anything, because it's all under a ban.
[01:14:28.260 --> 01:14:32.780]   And the word ban in Hebrew basically means under God's curse, right?
[01:14:32.780 --> 01:14:36.440]   Nothing in there is to be touched, and that's why Saul gets into trouble, right?
[01:14:36.740 --> 01:14:43.740]   Or not Saul, Israel gets into trouble, because they go in there, and they begin to get greedy, and they begin to touch stuff.
[01:14:43.740 --> 01:14:49.440]   And this is all the descendants, and so basically God is saying everything in this line is cursed, okay?
[01:14:49.440 --> 01:14:56.480]   So from this line comes the Egyptians, the Babylonians, the Assyrians, right?
[01:14:56.480 --> 01:15:00.420]   All the big nations that end up challenging Israel.
[01:15:00.420 --> 01:15:05.460]   And then Shem's descendants is the covenant line.
[01:15:06.160 --> 01:15:08.080]   This is where we're going to get Abraham.
[01:15:08.080 --> 01:15:13.080]   Elam, where we get the Elamites, mentioned in Genesis 14.
[01:15:13.080 --> 01:15:19.280]   Asher is the father of Assyrians, a group responsible for the exile in the northern kingdom.
[01:15:19.280 --> 01:15:22.380]   Aram, father of the Arameans, the Syrians.
[01:15:22.380 --> 01:15:29.360]   And there's where we, the line of where the Aramaic language comes from.
[01:15:29.360 --> 01:15:34.660]   And Eber, this is the line where Abraham comes from, at least that's what it says here.
[01:15:35.500 --> 01:15:42.940]   Peleg says, in his days the earth was divided, and most likely it was during Peleg's time where the Tower of Babel happens.
[01:15:42.940 --> 01:15:46.240]   And the Joktan is the father of the 13 Arabian tribes.
[01:15:46.240 --> 01:15:52.780]   So Shem's line carries the promise, the Hebrews, and ultimately Abraham, Israel to Christ.
[01:15:52.840 --> 01:16:00.500]   And so this is the line where, again, at the end of chapter 11, it gives us a detailed outline until it gets to Abraham.
[01:16:02.060 --> 01:16:06.280]   So it's a lot of names, but again, don't miss the big picture of it.
[01:16:06.280 --> 01:16:10.800]   The big picture of it is, one, it's preparing Israel for war with the Canaanites.
[01:16:10.800 --> 01:16:14.040]   It's describing the history of where they came from.
[01:16:14.700 --> 01:16:17.340]   Like, who has the territory, right?
[01:16:17.340 --> 01:16:18.920]   Why do they have ownership of the land?
[01:16:18.920 --> 01:16:21.060]   Because God gave it to them, right?
[01:16:21.060 --> 01:16:23.460]   Ultimately, who owns the land?
[01:16:23.460 --> 01:16:24.400]   God does.
[01:16:24.400 --> 01:16:30.100]   And so, you know, there's a, even right now in the Middle East, and that's the big fight.
[01:16:30.100 --> 01:16:32.480]   Like, who was here first, who was there first?
[01:16:32.660 --> 01:16:38.020]   If you're a believer in God, ultimately, man doesn't own land, right?
[01:16:38.020 --> 01:16:42.980]   You don't own the land just because you were there, because there's somebody always before you.
[01:16:42.980 --> 01:16:48.940]   So this shows you, at least the nation of Israel, that God is the one who placed them there.
[01:16:48.940 --> 01:16:54.560]   So the ownership comes from God, and this is, these are the people who went there first, okay?
[01:16:54.560 --> 01:16:57.800]   Again, so why would this be important for the nation of Israel?
[01:17:01.340 --> 01:17:04.000]   Because they don't have land yet, right?
[01:17:04.000 --> 01:17:07.080]   They don't possess land yet, and God promised them land.
[01:17:07.080 --> 01:17:13.580]   So he's giving, basically, a history of how the nations got their land, right?
[01:17:13.580 --> 01:17:15.980]   And it was because God spread them out.
[01:17:15.980 --> 01:17:20.180]   Ultimately, if God gives you and say, I'm going to put you here, that's their land, right?
[01:17:20.180 --> 01:17:30.160]   Some of the most theological names, significant names in here, Nimrod, founder of Babel, Babel, the origin of Babylon,
[01:17:30.580 --> 01:17:34.800]   Asher, Assyria, Miserum, Egypt, Canaan, Eber, Peleg.
[01:17:34.800 --> 01:17:49.400]   But the main point is, to the right, these seven names explain world empires, Israel's enemies, God's plan for the nations, origin of language, and dispersion, and the covenant lines protection.
[01:17:49.820 --> 01:17:52.960]   So these two chapters covers this right side.
[01:17:52.960 --> 01:17:56.740]   Where did the world empires come from?
[01:17:56.740 --> 01:17:57.860]   Like, how did they begin?
[01:17:57.860 --> 01:17:59.440]   Israel's enemies, who are they?
[01:17:59.440 --> 01:18:02.080]   And why did they become enemies?
[01:18:02.080 --> 01:18:05.040]   God's plan for nations, what is God's ultimate plan for them?
[01:18:05.040 --> 01:18:08.820]   Where did these languages come from that caused them to be divided?
[01:18:10.160 --> 01:18:14.200]   And then God's covenant line, that he's going to be faithful to his promise.
[01:18:14.380 --> 01:18:17.320]   So the big picture is summarized in these five things.
[01:18:17.320 --> 01:18:23.960]   Alright, so the Tower of Babel.
[01:18:23.960 --> 01:18:25.880]   So hopefully you made it through that.
[01:18:25.880 --> 01:18:33.540]   And the Tower of Babel, as significant as this story is, there's only a few verses that mention this.
[01:18:34.100 --> 01:18:38.720]   The Tower of Babel is explained this way.
[01:18:38.720 --> 01:18:41.220]   In Genesis 11, 3-4, they said to one another,
[01:18:41.220 --> 01:18:43.980]   Come, let us make bricks and burn them thoroughly.
[01:18:43.980 --> 01:18:47.060]   And they used brick for stone, and they used tar for mortar.
[01:18:47.060 --> 01:18:52.040]   They said, Come, let us build for ourselves a city and a tower whose top will reach into heaven.
[01:18:52.040 --> 01:18:57.200]   And let us make for ourselves a name, otherwise we will be scattered abroad over the face of the whole earth.
[01:18:57.200 --> 01:19:02.740]   So, what was so wrong about this, that they wanted to gather together and make a big tower?
[01:19:02.740 --> 01:19:05.060]   That it would anger God?
[01:19:05.060 --> 01:19:18.400]   You can yell out, whatever question, answer you have.
[01:19:18.400 --> 01:19:26.340]   Okay, that's good.
[01:19:26.340 --> 01:19:27.740]   You're getting ahead of me, though.
[01:19:27.740 --> 01:19:30.800]   What else?
[01:19:30.800 --> 01:19:32.620]   I'll get to that in a minute.
[01:19:32.620 --> 01:19:40.120]   What was Eve's temptation?
[01:19:40.120 --> 01:19:44.760]   To be like God, right?
[01:19:44.760 --> 01:19:47.660]   So if you notice the language here, it says, Come, let us.
[01:19:47.660 --> 01:19:48.500]   What does that sound like?
[01:19:48.500 --> 01:19:50.280]   Where do you see the let us in the creation?
[01:19:50.280 --> 01:19:52.040]   That's God.
[01:19:52.040 --> 01:19:55.040]   God is speaking, right?
[01:19:55.040 --> 01:19:57.740]   And he says, Let us make man in our image.
[01:19:58.460 --> 01:19:59.600]   And so you see the language here.
[01:19:59.600 --> 01:20:00.740]   It says, Let us make bricks.
[01:20:00.740 --> 01:20:01.940]   Let us build ourselves.
[01:20:01.940 --> 01:20:05.220]   Let us make for ourselves a name, right?
[01:20:05.220 --> 01:20:09.260]   So as soon as they gather together, what do they do?
[01:20:09.260 --> 01:20:10.700]   They use their power.
[01:20:10.700 --> 01:20:13.260]   They use their know-how to do what?
[01:20:13.260 --> 01:20:15.160]   To exalt themselves, right?
[01:20:15.160 --> 01:20:17.080]   And then exalt them.
[01:20:17.080 --> 01:20:18.660]   And then the second part, right?
[01:20:18.660 --> 01:20:22.920]   That's mentioned, that Matthew mentioned, is part of the creation mandate is be fruitful,
[01:20:23.120 --> 01:20:25.780]   multiply, and fill the earth, right?
[01:20:25.780 --> 01:20:27.940]   So in two ways that they're disobeying.
[01:20:27.940 --> 01:20:33.580]   One is they're using all the technology, and it begins by saying that they started learning
[01:20:33.580 --> 01:20:38.360]   how to make bricks, and then they used the tar as mortar, and so their technology is advancing,
[01:20:38.360 --> 01:20:43.860]   and instead of using that to worship and glorify God, they're using that to exalt themselves,
[01:20:43.860 --> 01:20:44.640]   right?
[01:20:45.180 --> 01:20:48.400]   And then in order to exalt themselves, they have to stay together, right?
[01:20:48.400 --> 01:20:52.920]   Where do you see this curse being reversed in the Bible?
[01:20:52.920 --> 01:20:59.080]   We go back, at Pentecost, right?
[01:20:59.080 --> 01:21:05.900]   All the nations are gathered together, the apostles are praying and preaching, and they hear in their
[01:21:05.900 --> 01:21:07.020]   own name, right?
[01:21:07.220 --> 01:21:11.060]   So it's the curse of Babel being reversed in the Holy Spirit, right?
[01:21:11.060 --> 01:21:11.880]   In tongues.
[01:21:11.880 --> 01:21:14.320]   And then what happens to those people?
[01:21:14.320 --> 01:21:19.840]   Here they're judged, and then they're scattered.
[01:21:19.840 --> 01:21:25.040]   There they're gathered together, and then they also scatter, but why do they scatter?
