
[00:00:00.000 --> 00:00:06.760]   Okay. Let's pray.
[00:11:35.080 --> 00:11:36.080]   There is room.
[00:11:36.080 --> 00:11:38.080]   So go ahead and sign up for that.
[00:11:38.080 --> 00:11:39.080]   On Good Friday.
[00:11:39.080 --> 00:11:40.080]   On Good Friday.
[00:11:40.080 --> 00:11:41.080]   Parking is going to be a little tough.
[00:11:41.080 --> 00:11:43.080]   So keep that in mind.
[00:11:43.080 --> 00:11:47.080]   Make sure that you don't try to get here by like right on time.
[00:11:47.080 --> 00:11:49.080]   Because right on time means you will be late.
[00:11:49.080 --> 00:11:52.080]   So please try to get here a little bit earlier.
[00:11:52.080 --> 00:11:55.080]   And then Resurrection Sunday is going to be.
[00:11:55.080 --> 00:11:59.080]   We are going to be starting with the early rice service at 6am that morning.
[00:11:59.080 --> 00:12:02.080]   Food will be provided that day as well.
[00:12:02.080 --> 00:12:05.080]   And so you can keep all of that in mind.
[00:12:05.080 --> 00:12:07.080]   And be looking forward to that.
[00:12:07.080 --> 00:12:09.080]   Now before we get into our Bible study.
[00:12:09.080 --> 00:12:12.080]   If we could just.
[00:12:12.080 --> 00:12:14.080]   Get a few short things.
[00:12:14.080 --> 00:12:20.080]   So.
[00:12:20.080 --> 00:12:21.080]   Sorry.
[00:12:21.080 --> 00:12:25.080]   Hold on one second.
[00:12:25.080 --> 00:12:31.080]   I was told the color is weird when I do that.
[00:12:34.080 --> 00:12:35.080]   All right.
[00:12:35.080 --> 00:12:36.080]   So we are here.
[00:12:36.080 --> 00:12:37.080]   Now in session six.
[00:12:37.080 --> 00:12:38.080]   The promised birth of Isaac.
[00:12:38.080 --> 00:12:40.080]   And then we are looking at the destruction of Sodom and Gomorrah.
[00:12:40.080 --> 00:12:43.080]   A lot of strange happenings in these chapters.
[00:12:43.080 --> 00:12:44.080]   But a quick review.
[00:12:44.080 --> 00:12:46.080]   We are not going to actually review the things.
[00:12:46.080 --> 00:12:49.080]   But just looking back and remembering a few things.
[00:12:49.080 --> 00:12:50.080]   Number one.
[00:12:50.080 --> 00:12:53.080]   Please don't be tied to my questions.
[00:12:53.080 --> 00:12:55.080]   I know there is a ton.
[00:12:55.080 --> 00:12:56.080]   It could be overwhelming.
[00:12:56.080 --> 00:12:59.080]   But try to learn to come up with your own questions.
[00:12:59.080 --> 00:13:03.080]   So inductive study is just asking lots and lots of questions today.
[00:13:03.080 --> 00:13:06.080]   We will be asking lots and lots of questions together.
[00:13:06.080 --> 00:13:08.080]   But you do not need to sit there.
[00:13:08.080 --> 00:13:11.080]   And feel like you have to answer every single question that I am giving.
[00:13:11.080 --> 00:13:12.080]   Those are there.
[00:13:12.080 --> 00:13:13.080]   To help guide.
[00:13:13.080 --> 00:13:14.080]   Help aid.
[00:13:14.080 --> 00:13:17.080]   You don't even need to answer those questions if you don't want to.
[00:13:17.080 --> 00:13:18.080]   Okay.
[00:13:18.080 --> 00:13:21.080]   But whatever it is that helps you to understand what is going on in the text.
[00:13:21.080 --> 00:13:22.080]   That is what we are shooting for.
[00:13:22.080 --> 00:13:24.080]   So create your own inductive questions.
[00:13:24.080 --> 00:13:26.080]   This is easier than you think.
[00:13:26.080 --> 00:13:29.080]   Especially with like Genesis for example.
[00:13:29.080 --> 00:13:34.080]   Because of the cultural things that were going on in these texts.
[00:13:34.080 --> 00:13:36.080]   It can feel very intimidating.
[00:13:36.080 --> 00:13:40.080]   But asking questions is really, really easy.
[00:13:40.080 --> 00:13:41.080]   It is like, huh?
[00:13:41.080 --> 00:13:42.080]   Why?
[00:13:42.080 --> 00:13:44.080]   Why did they do this?
[00:13:44.080 --> 00:13:45.080]   Why did they do that?
[00:13:45.080 --> 00:13:47.080]   So asking is a lot easier than you think.
[00:13:47.080 --> 00:13:50.080]   Working through it can be a little challenging.
[00:13:50.080 --> 00:13:51.080]   But that is how we build it up.
[00:13:51.080 --> 00:13:53.080]   We start off by asking good questions.
[00:13:53.080 --> 00:13:58.080]   And as another reminder, please try to stay away from AI answers.
[00:13:58.080 --> 00:13:59.080]   Okay?
[00:13:59.080 --> 00:14:02.080]   I know like, it is so crazy now.
[00:14:02.080 --> 00:14:03.080]   It is not just ChatGPT.
[00:14:03.080 --> 00:14:05.080]   A long time ago you would like Google something.
[00:14:05.080 --> 00:14:08.080]   But now it is like, it forces AI onto you in the beginning.
[00:14:08.080 --> 00:14:09.080]   Right?
[00:14:09.080 --> 00:14:10.080]   Gemini.
[00:14:10.080 --> 00:14:11.080]   So just keep that in mind.
[00:14:11.080 --> 00:14:13.080]   It is very, very tempting.
[00:14:13.080 --> 00:14:18.080]   But the reason why we say this is because it is just pulling things from lots of different places.
[00:14:18.080 --> 00:14:22.080]   And sometimes it could just be majority consensus and it just puts it out there.
[00:14:22.080 --> 00:14:24.080]   It sounds really, really good.
[00:14:24.080 --> 00:14:27.080]   But we have to learn to stay away from that.
[00:14:27.080 --> 00:14:29.080]   What we want to do is get into the text ourselves.
[00:14:29.080 --> 00:14:31.080]   Ask lots of good questions.
[00:14:31.080 --> 00:14:33.080]   Cross reference all over the Bible.
[00:14:33.080 --> 00:14:35.080]   And we will look a little bit into that today.
[00:14:35.080 --> 00:14:41.080]   And then at the end, if we want to look into a commentary or something like that, it will help us out.
[00:14:41.080 --> 00:14:46.080]   But our goal is not to try to figure out every detail, every nuance of what is going on in the text.
[00:14:46.080 --> 00:14:49.080]   We want to get kind of the big picture.
[00:14:49.080 --> 00:14:53.080]   I will try to fill in some of the cultural background things that might be helpful.
[00:14:53.080 --> 00:14:58.080]   But again, your goal is not to impress one another in these tables.
[00:14:58.080 --> 00:15:03.080]   So we are not like here, we have our little thesis and then we are giving it to one another.
[00:15:03.080 --> 00:15:04.080]   And then we just get fat heads.
[00:15:04.080 --> 00:15:07.080]   We do not want to do that in our groups.
[00:15:07.080 --> 00:15:11.080]   We want to come with hearts that are large, that are ready to receive and to learn.
[00:15:11.080 --> 00:15:16.080]   And so AI can directly inject Botox into your head.
[00:15:16.080 --> 00:15:18.080]   And you just walk around with like a big bobble head.
[00:15:18.080 --> 00:15:21.080]   Please, please, let's try to fight that temptation.
[00:15:21.080 --> 00:15:26.080]   And let's really, really try to work on a wrestling with the text.
[00:15:26.080 --> 00:15:31.080]   And the more we wrestle with it, AI could spit us into Hebrews right away.
[00:15:31.080 --> 00:15:36.080]   But if we work our way there, somehow we land there and then we discover it's like gold.
[00:15:36.080 --> 00:15:43.080]   And it will stick in you much, much, much longer than if you just had AI spit it out for you.
[00:15:43.080 --> 00:15:45.080]   And so there is a reasoning behind this.
[00:15:45.080 --> 00:15:49.080]   There are multiple things why it might be beneficial to do that.
[00:15:49.080 --> 00:15:53.080]   Plus, AI has given me heresy before too.
[00:15:53.080 --> 00:15:55.080]   So we do not want to do that as a church.
[00:15:55.080 --> 00:15:56.080]   Okay.
[00:15:56.080 --> 00:15:57.080]   So here are our questions.
[00:15:57.080 --> 00:16:06.080]   We'll meet back here at eight o'clock.
[00:16:06.080 --> 00:16:07.080]   Okay.
[00:16:07.080 --> 00:16:07.080]   Thank you.
[00:16:07.080 --> 00:16:07.080]   Thank you.
[00:16:07.080 --> 00:16:07.080]   Thank you.
[00:16:07.080 --> 00:16:08.080]   Thank you.
[00:16:08.080 --> 00:16:08.080]   Thank you.
[00:16:08.080 --> 00:16:09.080]   Thank you.
[00:16:09.080 --> 00:16:09.080]   Thank you.
[00:16:09.080 --> 00:16:10.080]   Thank you.
[00:16:10.080 --> 00:16:11.080]   Thank you.
[00:16:11.080 --> 00:16:12.080]   Thank you.
[00:16:12.080 --> 00:16:12.080]   Thank you.
[00:16:12.080 --> 00:16:13.080]   Thank you.
[00:16:13.080 --> 00:16:14.080]   Thank you.
[00:16:14.080 --> 00:16:15.080]   Thank you.
[00:16:15.080 --> 00:16:16.080]   Thank you.
[00:16:16.080 --> 00:16:17.080]   Thank you.
[00:16:17.080 --> 00:16:17.080]   Thank you.
[00:16:17.080 --> 00:16:18.080]   Thank you.
[00:16:18.080 --> 00:16:19.080]   Thank you.
[00:16:19.080 --> 00:16:20.080]   Thank you.
[00:16:20.080 --> 00:16:20.080]   Thank you.
[00:16:20.080 --> 00:16:21.080]   Thank you.
[00:16:21.080 --> 00:16:21.080]   Thank you.
[00:16:21.080 --> 00:16:22.080]   Thank you.
[00:16:22.080 --> 00:16:23.080]   Thank you.
[00:16:23.080 --> 00:16:24.080]   Thank you.
[00:16:24.080 --> 00:16:25.080]   Thank you.
[00:16:25.080 --> 00:16:26.080]   Thank you.
[00:16:26.080 --> 00:16:27.080]   Thank you.
[00:16:27.080 --> 00:16:28.080]   Thank you.
[00:16:28.080 --> 00:16:29.080]   Thank you.
[00:16:29.080 --> 00:16:30.080]   Thank you.
[00:16:30.080 --> 00:16:31.080]   Thank you.
[00:16:31.080 --> 00:16:32.080]   Thank you.
[00:16:32.080 --> 00:16:33.080]   Thank you.
[00:16:33.080 --> 00:16:34.080]   Thank you.
[00:16:34.080 --> 00:16:35.080]   Thank you.
[00:16:35.080 --> 00:16:36.080]   Thank you.
[00:16:36.080 --> 00:16:37.080]   Thank you.
[00:16:37.080 --> 00:16:38.080]   Thank you.
[00:16:38.080 --> 00:16:39.080]   Thank you.
[00:16:39.080 --> 00:16:40.080]   Thank you.
[00:16:40.080 --> 00:16:41.080]   Thank you.
[00:16:41.080 --> 00:16:42.080]   Thank you.
[00:16:42.080 --> 00:16:43.080]   Thank you.
[00:16:43.080 --> 00:16:44.080]   Thank you.
[00:16:44.080 --> 00:16:44.080]   Thank you.
[00:16:44.080 --> 00:16:45.080]   Thank you.
[00:16:45.080 --> 00:16:46.080]   Thank you.
[00:16:46.080 --> 00:16:47.080]   Thank you.
[00:16:47.080 --> 00:16:48.080]   Thank you.
[00:16:48.080 --> 00:16:49.080]   Thank you.
[00:16:49.080 --> 00:16:50.080]   Thank you.
[00:16:50.080 --> 00:16:51.080]   Thank you.
[00:16:51.080 --> 00:16:51.080]   Thank you.
[00:16:51.080 --> 00:16:52.080]   Thank you.
[00:16:52.080 --> 00:16:53.080]   Thank you.
[00:16:53.080 --> 00:16:54.080]   Thank you.
[00:16:54.080 --> 00:16:55.080]   Thank you.
[00:16:55.080 --> 00:16:56.080]   Thank you.
[00:16:56.080 --> 00:16:57.080]   Thank you.
[00:16:57.080 --> 00:16:58.080]   Thank you.
[00:16:58.080 --> 00:16:59.080]   Thank you.
[00:16:59.080 --> 00:17:00.080]   Thank you.
[00:17:00.080 --> 00:17:01.080]   Thank you.
[00:17:01.080 --> 00:17:02.080]   Thank you.
[00:17:02.080 --> 00:17:03.080]   Thank you.
[00:17:03.080 --> 00:17:04.080]   Thank you.
[00:17:04.080 --> 00:17:05.080]   Thank you.
[00:17:05.080 --> 00:17:06.080]   Thank you.
[00:17:06.080 --> 00:17:07.080]   Thank you.
[00:17:07.080 --> 00:17:08.080]   Thank you.
[00:17:08.080 --> 00:17:09.080]   Thank you.
[00:17:09.080 --> 00:17:10.080]   Thank you.
[00:17:10.080 --> 00:17:11.080]   Thank you.
[00:17:11.080 --> 00:17:11.080]   Thank you.
[00:17:11.080 --> 00:17:12.080]   Thank you.
[00:17:12.080 --> 00:17:13.080]   Thank you.
[00:17:13.080 --> 00:17:14.080]   Thank you.
[00:17:14.080 --> 00:17:15.080]   Thank you.
[00:17:15.080 --> 00:17:16.080]   Thank you.
[00:17:16.080 --> 00:17:17.080]   Thank you.
[00:17:17.080 --> 00:17:18.080]   Thank you.
[00:17:18.080 --> 00:17:19.080]   Thank you.
[00:17:19.080 --> 00:17:20.080]   Thank you.
[00:17:20.080 --> 00:17:21.080]   Thank you.
[00:17:21.080 --> 00:17:22.080]   Thank you.
[00:17:22.080 --> 00:17:23.080]   Thank you.
[00:17:23.080 --> 00:17:24.080]   Thank you.
[00:17:24.080 --> 00:17:25.080]   Thank you.
[00:17:25.080 --> 00:17:26.080]   Thank you.
[00:17:26.080 --> 00:17:27.080]   Thank you.
[00:17:27.080 --> 00:17:28.080]   Thank you.
[00:17:28.080 --> 00:17:29.080]   Thank you.
[00:17:29.080 --> 00:17:30.080]   Thank you.
[00:17:30.080 --> 00:17:31.080]   Thank you.
[00:17:31.080 --> 00:17:32.080]   Thank you.
[00:17:32.080 --> 00:17:33.080]   Thank you.
[00:17:33.080 --> 00:17:34.080]   Thank you.
[00:17:34.080 --> 00:17:35.080]   Thank you.
[00:17:35.080 --> 00:17:36.080]   Thank you.
[00:17:36.080 --> 00:17:37.080]   Thank you.
[00:17:37.080 --> 00:17:38.080]   Thank you.
[00:17:38.080 --> 00:17:39.080]   Thank you.
[00:17:39.080 --> 00:17:40.080]   Thank you.
[00:17:40.080 --> 00:17:41.080]   Thank you.
[00:17:41.080 --> 00:17:42.080]   Thank you.
[00:17:42.080 --> 00:17:43.080]   Thank you.
[00:17:43.080 --> 00:17:44.080]   Thank you.
[00:17:44.080 --> 00:17:45.080]   Thank you.
[00:17:45.080 --> 00:17:46.080]   Thank you.
[00:17:46.080 --> 00:17:47.080]   Thank you.
[00:17:47.080 --> 00:17:48.080]   Thank you.
[00:17:48.080 --> 00:17:49.080]   Thank you.
[00:17:49.080 --> 00:17:50.080]   Thank you.
[00:17:50.080 --> 00:17:51.080]   Thank you.
[00:17:51.080 --> 00:17:52.080]   Thank you.
[00:17:52.080 --> 00:17:53.080]   Thank you.
[00:17:53.080 --> 00:17:54.080]   Thank you.
[00:17:54.080 --> 00:17:55.080]   Thank you.
[00:17:55.080 --> 00:17:56.080]   Thank you.
[00:17:56.080 --> 00:17:57.080]   Thank you.
[00:17:57.080 --> 00:17:58.080]   Thank you.
[00:17:58.080 --> 00:17:59.080]   Thank you.
[00:17:59.080 --> 00:18:00.080]   Thank you.
[00:18:00.080 --> 00:18:01.080]   Thank you.
[00:18:01.080 --> 00:18:02.080]   Thank you.
[00:18:02.080 --> 00:18:03.080]   Thank you.
[00:18:03.080 --> 00:18:04.080]   Thank you.
[00:18:04.080 --> 00:18:05.080]   Thank you.
[00:18:05.080 --> 00:18:06.080]   Thank you.
[00:18:06.080 --> 00:18:07.080]   Thank you.
[00:18:07.080 --> 00:18:08.080]   Thank you.
[00:18:08.080 --> 00:18:09.080]   Thank you.
[00:18:09.080 --> 00:18:10.080]   Thank you.
[00:18:10.080 --> 00:18:11.080]   Thank you.
[00:18:11.080 --> 00:18:12.080]   Thank you.
[00:18:12.080 --> 00:18:13.080]   Thank you.
[00:18:13.080 --> 00:18:14.080]   Thank you.
[00:18:14.080 --> 00:18:15.080]   Thank you.
[00:18:15.080 --> 00:18:16.080]   Thank you.
[00:18:16.080 --> 00:18:17.080]   Thank you.
[00:18:17.080 --> 00:18:18.080]   Thank you.
[00:18:18.080 --> 00:18:19.080]   Thank you.
[00:18:19.080 --> 00:18:20.080]   Thank you.
[00:18:20.080 --> 00:18:21.080]   Thank you.
[00:18:21.080 --> 00:18:21.080]   Thank you.
[00:18:21.080 --> 00:18:22.080]   Thank you.
[00:18:22.080 --> 00:18:23.080]   Thank you.
[00:18:23.080 --> 00:18:24.080]   Thank you.
[00:18:24.080 --> 00:18:25.080]   Thank you.
[00:18:25.080 --> 00:18:26.080]   Thank you.
[00:18:26.080 --> 00:18:27.080]   Thank you.
[00:18:27.080 --> 00:18:28.080]   Thank you.
[00:18:28.080 --> 00:18:28.080]   Thank you.
[00:18:28.080 --> 00:18:29.080]   Thank you.
[00:18:29.080 --> 00:18:30.080]   Thank you.
[00:18:30.080 --> 00:18:31.080]   Thank you.
[00:18:31.080 --> 00:18:31.080]   Thank you.
[00:18:31.080 --> 00:18:32.080]   Thank you.
[00:18:32.080 --> 00:18:33.080]   Thank you.
[00:18:33.080 --> 00:18:33.080]   Thank you.
[00:18:33.080 --> 00:18:34.080]   Thank you.
[00:18:34.080 --> 00:18:35.080]   Thank you.
[00:18:35.080 --> 00:18:36.080]   Thank you.
[00:18:36.080 --> 00:18:37.080]   Thank you.
[00:18:37.080 --> 00:18:37.080]   Thank you.
[00:18:37.080 --> 00:18:38.080]   Thank you.
[00:18:38.080 --> 00:18:38.080]   Thank you.
[00:18:38.080 --> 00:18:39.080]   Thank you.
[00:18:39.080 --> 00:18:39.080]   Thank you.
[00:18:39.080 --> 00:18:40.080]   Thank you.
[00:18:40.080 --> 00:18:41.080]   Thank you.
