
[00:00:00.000 --> 00:00:00.540]   Let's try.
[01:06:16.260 --> 01:06:17.260]   There's no other group to put her in.
[01:06:17.260 --> 01:06:18.260]   There's no other group to put her in.
[01:06:18.260 --> 01:06:19.260]   There's no other group to put her in.
[01:06:19.260 --> 01:06:20.260]   There's no other group to put her in.
[01:06:20.260 --> 01:06:21.260]   There's no other group to put her in.
[01:06:21.260 --> 01:06:22.260]   There's no other group to put her in.
[01:06:22.260 --> 01:06:23.260]   There's no other group to put her in.
[01:06:23.260 --> 01:06:24.260]   There's no other group to put her in.
[01:06:24.260 --> 01:06:25.260]   There's no other group to put her in.
[01:06:25.260 --> 01:06:26.260]   There's no other group to put her in.
[01:06:26.260 --> 01:06:27.260]   There's no other group to put her in.
[01:06:27.260 --> 01:06:28.260]   There's no other group to put her in.
[01:06:28.260 --> 01:06:29.260]   There's no other group to put her in.
[01:06:29.260 --> 01:06:30.260]   There's no other group to put her in.
[01:06:30.260 --> 01:06:31.260]   There's no other group to put her in.
[01:06:31.260 --> 01:06:32.260]   There's no other group to put her in.
[01:06:32.260 --> 01:06:33.260]   There's no other group to put her in.
[01:06:33.260 --> 01:06:34.260]   There's no other group to put her in.
[01:06:34.260 --> 01:06:35.260]   There's no other group to put her in.
[01:06:35.260 --> 01:06:36.260]   There's no other group to put her in.
[01:06:36.260 --> 01:06:37.260]   There's no other group to put her in.
[01:06:37.260 --> 01:06:38.260]   There's no other group to put her in.
[01:06:38.260 --> 01:06:39.260]   There's no other group to put her in.
[01:06:39.260 --> 01:06:40.260]   There's no other group to put her in.
[01:06:40.260 --> 01:06:41.260]   There's no other group to put her in.
[01:06:41.260 --> 01:06:42.260]   There's no other group to put her in.
[01:06:42.260 --> 01:06:43.260]   There's no other group to put her in.
[01:06:43.260 --> 01:06:44.260]   There's no other group to put her in.
[01:06:44.260 --> 01:06:45.260]   There's no other group to put her in.
[01:06:45.260 --> 01:06:46.260]   There's no other group to put her in.
[01:06:46.260 --> 01:06:47.260]   There's no other group to put her in.
[01:06:47.260 --> 01:06:48.260]   There's no other group to put her in.
[01:06:48.260 --> 01:06:49.260]   There's no other group to put her in.
[01:06:49.260 --> 01:06:50.260]   There's no other group to put her in.
[01:06:50.260 --> 01:06:51.260]   There's no other group to put her in.
[01:06:51.260 --> 01:06:52.260]   There's no other group to put her in.
[01:06:52.260 --> 01:06:53.260]   There's no other group to put her in.
[01:06:53.260 --> 01:06:54.260]   There's no other group to put her in.
[01:06:54.260 --> 01:06:55.260]   There's no other group to put her in.
[01:06:55.260 --> 01:06:56.260]   There's no other group to put her in.
[01:06:56.260 --> 01:06:57.260]   There's no other group to put her in.
[01:06:57.260 --> 01:06:58.260]   There's no other group to put her in.
[01:06:58.260 --> 01:06:59.260]   There's no other group to put her in.
[01:06:59.260 --> 01:07:00.260]   There's no other group to put her in.
[01:07:00.260 --> 01:07:01.260]   There's no other group to put her in.
[01:07:01.260 --> 01:07:02.260]   There's no other group to put her in.
[01:07:02.260 --> 01:07:03.260]   There's no other group to put her in.
[01:07:03.260 --> 01:07:04.260]   There's no other group to put her in.
[01:07:04.260 --> 01:07:05.260]   There's no other group to put her in.
[01:07:05.260 --> 01:07:06.260]   There's no other group to put her in.
[01:07:06.260 --> 01:07:07.260]   There's no other group to put her in.
[01:07:07.260 --> 01:07:08.260]   There's no other group to put her in.
[01:07:08.260 --> 01:07:09.260]   There's no other group to put her in.
[01:07:09.260 --> 01:07:10.260]   There's no other group to put her in.
[01:07:10.260 --> 01:07:11.260]   There's no other group to put her in.
[01:07:11.260 --> 01:07:12.260]   There's no other group to put her in.
[01:07:12.260 --> 01:07:13.260]   There's no other group to put her in.
[01:07:13.260 --> 01:07:14.260]   There's no other group to put her in.
[01:07:14.260 --> 01:07:15.260]   There's no other group to put her in.
[01:07:15.260 --> 01:07:16.260]   There's no other group to put her in.
[01:07:16.260 --> 01:07:17.260]   There's no other group to put her in.
[01:07:17.260 --> 01:07:18.260]   There's no other group to put her in.
[01:07:18.260 --> 01:07:19.260]   There's no other group to put her in.
[01:07:19.260 --> 01:07:20.260]   There's no other group to put her in.
[01:07:20.260 --> 01:07:21.260]   There's no other group to put her in.
[01:07:21.260 --> 01:07:22.260]   There's no other group to put her in.
[01:07:22.260 --> 01:07:23.260]   There's no other group to put her in.
[01:07:23.260 --> 01:07:24.260]   There's no other group to put her in.
[01:07:24.260 --> 01:07:25.260]   There's no other group to put her in.
[01:07:25.260 --> 01:07:26.260]   There's no other group to put her in.
[01:07:26.260 --> 01:07:27.260]   There's no other group to put her in.
[01:07:27.260 --> 01:07:28.260]   There's no other group to put her in.
[01:07:28.260 --> 01:07:29.260]   There's no other group to put her in.
[01:07:29.260 --> 01:07:30.260]   There's no other group to put her in.
[01:07:30.260 --> 01:07:31.260]   There's no other group to put her in.
[01:07:31.260 --> 01:07:32.260]   There's no other group to put her in.
[01:07:32.260 --> 01:07:33.260]   There's no other group to put her in.
[01:07:33.260 --> 01:07:34.260]   There's no other group to put her in.
[01:07:34.260 --> 01:07:35.260]   There's no other group to put her in.
[01:07:35.260 --> 01:07:36.260]   There's no other group to put her in.
[01:07:36.260 --> 01:07:37.260]   There's no other group to put her in.
[01:07:37.260 --> 01:07:38.260]   There's no other group to put her in.
[01:07:38.260 --> 01:07:39.260]   There's no other group to put her in.
[01:07:39.260 --> 01:07:40.260]   There's no other group to put her in.
[01:07:40.260 --> 01:07:41.260]   There's no other group to put her in.
[01:07:41.260 --> 01:07:42.260]   There's no other group to put her in.
[01:07:42.260 --> 01:07:43.260]   There's no other group to put her in.
[01:07:43.260 --> 01:08:09.260]   There's no other group to put her in.
[01:08:09.260 --> 01:08:11.260]   All right, let's pray and we're going to get started.
[01:08:11.260 --> 01:08:14.260]   All right, let's pray.
[01:08:14.260 --> 01:08:20.260]   Heavenly Father, we thank you for this evening.
[01:08:20.260 --> 01:08:23.260]   And as we kick off the Bible study of Genesis,
[01:08:23.260 --> 01:08:32.260]   help us to have a deeper understanding of what you've done in creation
[01:08:32.260 --> 01:08:38.260]   and how all of what you are doing now, Father God, is related to what we will learn.
[01:08:38.260 --> 01:08:44.260]   We pray, Father, that you would help us to glean your heart, your will, your purpose through our study.
[01:08:44.260 --> 01:08:46.260]   So we pray for your blessing over our times.
[01:08:46.260 --> 01:08:47.260]   In Jesus name we pray.
[01:08:47.260 --> 01:08:47.260]   Amen.
[01:08:47.260 --> 01:08:48.260]   We pray.
[01:08:48.260 --> 01:08:49.260]   Amen.
[01:08:49.260 --> 01:08:50.260]   Okay.
[01:08:50.260 --> 01:08:52.260]   You can hear it now.
[01:08:52.260 --> 01:08:53.260]   Okay.
[01:08:53.260 --> 01:08:54.260]   All right.
[01:08:54.260 --> 01:09:05.260]   So as I've mentioned in the video that you probably watched, why we're studying the book of Genesis.
[01:09:05.260 --> 01:09:12.260]   Genesis, if, as you're studying the Bible, if you dig far enough, let's say you have a question.
[01:09:12.260 --> 01:09:13.260]   Why did this happen?
[01:09:13.260 --> 01:09:14.260]   Where did this come from?
[01:09:14.260 --> 01:09:15.260]   How come you're saying this?
[01:09:15.260 --> 01:09:22.260]   If you keep digging and the more you study the Bible, the more you're going to realize how much of everything stems all the way back to Genesis.
[01:09:22.260 --> 01:09:27.260]   And so right understanding of the Bible stems from Genesis.
[01:09:27.260 --> 01:09:36.260]   And if you look at a lot of the cults and bad theology about election, about predestination, about God's purpose in creation, about redemption,
[01:09:36.260 --> 01:09:41.260]   it's usually because they interpreted or they did something strange in Genesis.
[01:09:41.260 --> 01:09:42.260]   And you'll notice that.
[01:09:42.260 --> 01:09:43.260]   Okay.
[01:09:43.260 --> 01:09:52.260]   So I might mention some of that as I come along as we're studying it and how a small tweak of how you understand, you know, like who are the descendants of Seth?
[01:09:52.260 --> 01:09:54.260]   Who are the descendants of Cain?
[01:09:54.260 --> 01:09:55.260]   Who are the descendants of Shem?
[01:09:55.260 --> 01:10:05.260]   And so much of these theology, like strange theologies come from adding meaning to certain things that are seen in Genesis.
[01:10:05.260 --> 01:10:06.260]   Okay.
[01:10:06.260 --> 01:10:09.260]   So again, as we study, I might be able to mention some of that.
[01:10:09.260 --> 01:10:12.260]   But again, our purpose of the study is not to simply do that.
[01:10:12.260 --> 01:10:20.260]   But again, my point is just the importance of knowing what Genesis says, especially in the beginning part of it.
[01:10:20.260 --> 01:10:26.260]   We could probably take a whole class just on the first three chapters of Genesis, which we will not.
[01:10:26.260 --> 01:10:30.260]   You know, so we're going to highlight the importance of it.
[01:10:30.260 --> 01:10:34.260]   We're not going to be able to get in as deep as probably maybe someday.
[01:10:34.260 --> 01:10:40.260]   Either we will do it or I encourage you to go in and really dig through the first three chapters because it will help you to understand the rest of the Bible.
[01:10:40.260 --> 01:10:41.260]   Okay.
[01:10:41.260 --> 01:10:48.260]   Studying Genesis helps us to understand, as I said, as an overview, how were we created?
[01:10:48.260 --> 01:11:01.260]   And the reason why this is important is because, sorry, I can't read my own writing.
[01:11:01.260 --> 01:11:02.260]   I can't read it.
[01:11:02.260 --> 01:11:07.260]   I'm going to have to skip that one.
[01:11:07.260 --> 01:11:09.260]   I can't read my own writing.
[01:11:09.260 --> 01:11:10.260]   Okay.
[01:11:10.260 --> 01:11:13.260]   How were we created?
[01:11:13.260 --> 01:11:14.260]   It's important.
[01:11:14.260 --> 01:11:15.260]   Okay.
[01:11:15.260 --> 01:11:18.260]   Why were we created?
[01:11:18.260 --> 01:11:20.260]   Why were we created?
[01:11:20.260 --> 01:11:21.260]   Okay.
[01:11:21.260 --> 01:11:22.260]   Why were we created?
[01:11:22.260 --> 01:11:28.260]   The creation mandate is in the first couple chapters, meaning this is the purpose of why we created them.
[01:11:28.260 --> 01:11:31.260]   So one of the biggest question is, where did we come from?
[01:11:31.260 --> 01:11:32.260]   Why are we here?
[01:11:32.260 --> 01:11:34.260]   Well, Genesis answers that.
[01:11:34.260 --> 01:11:35.260]   Okay.
[01:11:35.260 --> 01:11:37.260]   So that's important.
[01:11:37.260 --> 01:11:39.260]   What went wrong?
[01:11:39.260 --> 01:11:46.260]   Now, we generally know that Adam and Eve sinned against God, but when we study carefully of what went wrong,
[01:11:46.260 --> 01:11:51.260]   this is a genesis of all sins come from this chapter, chapter two, right?
[01:11:51.260 --> 01:11:58.260]   And so you'll notice when you study throughout the whole scripture that so much of what the Bible talks about,
[01:11:58.260 --> 01:12:00.260]   it goes into elaborate details of what sin is.
[01:12:00.260 --> 01:12:05.260]   But if you keep studying and digging and digging and digging, it goes all the way back to chapter two.
[01:12:05.260 --> 01:12:09.260]   And so many of the sins and temptations stem from this temptation.
[01:12:09.260 --> 01:12:10.260]   Okay.
[01:12:10.260 --> 01:12:16.260]   So again, we can spend a whole, probably a whole ten weeks just studying the first couple chapters, but it's that important.
[01:12:16.260 --> 01:12:20.260]   So we're not going to be able to go in that deep, but hopefully we'll be able to mention it
[01:12:20.260 --> 01:12:26.260]   and cause you to be able to know what the issues are so that you'll be able to go in and maybe study it yourself.
[01:12:26.260 --> 01:12:29.260]   And then ultimately, how will this get fixed, right?
[01:12:29.260 --> 01:12:30.260]   So we know about Israel.
[01:12:30.260 --> 01:12:31.260]   We know about the law.
[01:12:31.260 --> 01:12:32.260]   We know about the Gospels.
[01:12:32.260 --> 01:12:33.260]   But where did all this start?
[01:12:33.260 --> 01:12:41.260]   This was all of what we know from Genesis to Revelation was because God made this promise in Genesis chapter three.
[01:12:41.260 --> 01:12:42.260]   Okay.
[01:12:42.260 --> 01:12:45.260]   So why are there so many genealogies?
[01:12:45.260 --> 01:12:46.260]   Why is there a careful record?
[01:12:46.260 --> 01:12:54.260]   Why does Matthew start with Jesus' genealogy back to Adam or Mary's back to Adam?
[01:12:54.260 --> 01:12:59.260]   Why are there genealogies to prove that who Jesus is?
[01:12:59.260 --> 01:13:03.260]   It's because the promise is being fulfilled through Christ, right?
[01:13:03.260 --> 01:13:09.260]   And so, so much of what happens in the New Testament, the Old Testament and redemptive history is traced back to the first three chapters.
[01:13:09.260 --> 01:13:10.260]   Okay.
[01:13:10.260 --> 01:13:15.260]   And obviously what comes after that is a fulfillment of that, is the genesis of that.
[01:13:15.260 --> 01:13:20.260]   Genesis introduces the promise of Christ coming to save mankind.
[01:13:20.260 --> 01:13:24.260]   And again, as I mentioned, the seed of the woman, this is called the Proto-Evangelium.
[01:13:24.260 --> 01:13:33.260]   It's the first gospel because where Jesus, where after he gives the cursing that the seed of the woman is going to come and crush the head of the serpent.
[01:13:33.260 --> 01:13:39.260]   And so everything else that happens in Genesis is how that is being fulfilled, right?
[01:13:39.260 --> 01:13:42.260]   So you'll see, you'll see genealogies.
[01:13:42.260 --> 01:13:48.260]   Why are there so many detailed genealogies in the Old Testament and even in the New Testament is because of this promise.
[01:13:48.260 --> 01:13:53.260]   So after Christ comes, fulfills this promise, the temple is destroyed.
[01:13:53.260 --> 01:13:58.260]   No Jew after that is able to trace this genealogy back.
[01:13:58.260 --> 01:13:59.260]   Right?
[01:13:59.260 --> 01:14:02.260]   So the Jews were meticulous about keeping their genealogy.
[01:14:02.260 --> 01:14:08.260]   And again, because the genealogy is going to confirm the fulfillment of the promise.
[01:14:08.260 --> 01:14:09.260]   Okay?
[01:14:09.260 --> 01:14:13.260]   But now that Christ has come and gone, there's no need for that anymore.
[01:14:13.260 --> 01:14:16.260]   It's just to confirm like, am I of this tribe or that tribe?
[01:14:16.260 --> 01:14:20.260]   But the main reason for the genealogies is because of the fulfillment of this promise.
[01:14:20.260 --> 01:14:23.260]   And then the offspring of Abraham is promised.
[01:14:23.260 --> 01:14:24.260]   Right?
[01:14:24.260 --> 01:14:27.260]   So in what line is it going to come?
[01:14:27.260 --> 01:14:31.260]   We'll probably talk about that in a little bit.
[01:14:31.260 --> 01:14:32.260]   Right?
[01:14:32.260 --> 01:14:33.260]   Abraham.
[01:14:33.260 --> 01:14:36.260]   So God starts with this large promise.
[01:14:36.260 --> 01:14:41.260]   And then we get to chapter 12 and he tells us how this is going to be fulfilled through Abraham,
[01:14:41.260 --> 01:14:42.260]   through the Israelites.
[01:14:42.260 --> 01:14:44.260]   And then the tribes are established.
[01:14:44.260 --> 01:14:45.260]   And then the tribe of Judah.
[01:14:45.260 --> 01:14:49.260]   And then the rest of it is how God is fulfilling that promise through that line.
[01:14:49.260 --> 01:14:52.260]   And then when Christ comes and he's from that line.
[01:14:52.260 --> 01:14:53.260]   Okay?
[01:14:53.260 --> 01:14:55.260]   So that's redemptive history in a nutshell.
[01:14:55.260 --> 01:15:00.260]   And then chapter 37 through 50 is where Joseph appears as a type of Christ.
[01:15:00.260 --> 01:15:01.260]   Right?
[01:15:01.260 --> 01:15:06.260]   And then through that line, how Christ is going to come or is going to be fulfilled.
[01:15:06.260 --> 01:15:14.260]   So I'm giving you three broad outline because those are the three large sections that we're going to tackle.
[01:15:14.260 --> 01:15:15.260]   So this section.
[01:15:15.260 --> 01:15:17.260]   No, this isn't it.
[01:15:17.260 --> 01:15:18.260]   The next one.
[01:15:18.260 --> 01:15:19.260]   Okay?
[01:15:19.260 --> 01:15:21.260]   So this is how it's going to be.
[01:15:21.260 --> 01:15:22.260]   We're going to break it down.
[01:15:22.260 --> 01:15:25.260]   So we're going to have three sessions of the study of Genesis.
[01:15:25.260 --> 01:15:29.260]   So this session is going to be from chapter 1 through 11.
[01:15:29.260 --> 01:15:33.260]   And then chapter 12 to 36 is from Abraham to Jacob.
[01:15:33.260 --> 01:15:34.260]   Okay?
[01:15:34.260 --> 01:15:39.260]   And then chapter 37 to 50 will be the last session that we'll go through.
[01:15:39.260 --> 01:15:42.260]   Basically it's the line of Joseph until the end of Genesis.
[01:15:42.260 --> 01:15:43.260]   Okay?
[01:15:43.260 --> 01:15:47.260]   So that's how the three sessions are going to be broken down.
[01:15:52.260 --> 01:15:53.260]   Okay.
[01:15:53.260 --> 01:15:59.260]   So before I get into the large outline, let me see how much of the outline that you remember.
[01:15:59.260 --> 01:16:00.260]   Okay?
[01:16:00.260 --> 01:16:01.260]   So give me a broad.
[01:16:01.260 --> 01:16:03.260]   You can just kind of yell it out.
[01:16:03.260 --> 01:16:04.260]   Right?
[01:16:04.260 --> 01:16:05.260]   So I want you to review.
[01:16:05.260 --> 01:16:08.260]   I want you to be able to know in the 11 chapters exactly what's happening.
[01:16:08.260 --> 01:16:13.260]   You don't know the, have to know all the details, but to be able to say what's happening in chapter 8,
[01:16:13.260 --> 01:16:14.260]   what's happening in chapter 5.
[01:16:14.260 --> 01:16:15.260]   Okay?
[01:16:15.260 --> 01:16:19.260]   So what's, let's take the first three chapters.
[01:16:19.260 --> 01:16:20.260]   Okay?
[01:16:20.260 --> 01:16:21.260]   What's in chapter 1?
[01:16:21.260 --> 01:16:22.260]   Hopefully you know that.
[01:16:22.260 --> 01:16:23.260]   Huh?
[01:16:23.260 --> 01:16:24.260]   You sure?
[01:16:24.260 --> 01:16:25.260]   In the beginning.
[01:16:25.260 --> 01:16:26.260]   Right?
[01:16:26.260 --> 01:16:27.260]   It's the creation order.
[01:16:27.260 --> 01:16:28.260]   A creation mandate.
[01:16:28.260 --> 01:16:29.260]   Why did he create?
[01:16:29.260 --> 01:16:30.260]   Six days.
[01:16:30.260 --> 01:16:31.260]   Seventh day God rested.
[01:16:31.260 --> 01:16:32.260]   And then we get to chapter 2.
[01:16:32.260 --> 01:16:33.260]   What happens to chapter 2?
[01:16:33.260 --> 01:16:34.260]   You got lost already?
[01:16:34.260 --> 01:16:35.260]   Okay.
[01:16:35.260 --> 01:16:36.260]   Chapter 2.
[01:16:36.260 --> 01:16:37.260]   What happens to chapter 2?
[01:16:37.260 --> 01:16:38.260]   What happens to chapter 2?
[01:16:38.260 --> 01:16:39.260]   You got lost already?
[01:16:39.260 --> 01:16:40.260]   Okay.
[01:16:40.260 --> 01:16:41.260]   Chapter 2.
[01:16:41.260 --> 01:16:42.260]   What happens to chapter 2?
[01:16:42.260 --> 01:16:43.260]   Okay.
[01:16:43.260 --> 01:16:44.260]   Temptation comes in.
[01:16:44.260 --> 01:16:45.260]   Right?
[01:16:45.260 --> 01:16:48.260]   Man and woman is created and then at the end of that temptation comes in.
[01:16:48.260 --> 01:16:49.260]   Chapter 3 is the fall.
[01:16:49.260 --> 01:16:50.260]   Right?
[01:16:50.260 --> 01:16:51.260]   And then the curse that comes as a result of the fall.
[01:16:51.260 --> 01:16:52.260]   Right?
[01:16:52.260 --> 01:16:53.260]   And then the curse that comes as a result of the fall.
[01:16:53.260 --> 01:16:54.260]   Right?
[01:16:54.260 --> 01:16:55.260]   And what happens to chapter 4?
[01:16:55.260 --> 01:16:56.260]   Louder.
[01:16:56.260 --> 01:16:57.260]   I can't hear.
[01:16:57.260 --> 01:16:58.260]   Cain and evil.
[01:16:58.260 --> 01:16:59.260]   Cain and evil.
[01:16:59.260 --> 01:17:00.260]   Cain and evil.
[01:17:00.260 --> 01:17:01.260]   Cain and evil.
[01:17:01.260 --> 01:17:02.260]   Okay.
[01:17:02.260 --> 01:17:03.260]   So the result.
[01:17:03.260 --> 01:17:04.260]   Right?
[01:17:04.260 --> 01:17:07.260]   The result of that is the first sin that's created after.
[01:17:07.260 --> 01:17:08.260]   Right?
[01:17:08.260 --> 01:17:10.260]   There's murder that happens in that line.
[01:17:10.260 --> 01:17:12.260]   So sin has entered into mankind.
[01:17:12.260 --> 01:17:13.260]   Right?
[01:17:13.260 --> 01:17:14.260]   So it didn't stop with Adam and Eve.
[01:17:14.260 --> 01:17:15.260]   You start to see the sin coming.
[01:17:15.260 --> 01:17:20.260]   So the very first sin after what they did in chapter 4 is murder.
[01:17:20.260 --> 01:17:21.260]   Right?
[01:17:21.260 --> 01:17:22.260]   Taking of a life.
[01:17:22.260 --> 01:17:23.260]   And then what happens after that?
[01:17:23.260 --> 01:17:24.260]   Cain and evil.
[01:17:24.260 --> 01:17:25.260]   Cain and evil.
[01:17:25.260 --> 01:17:26.260]   Okay.
[01:17:26.260 --> 01:17:27.260]   So the result, right?
[01:17:27.260 --> 01:17:28.260]   The result of that is the first sin that's created after.
[01:17:28.260 --> 01:17:29.260]   Right?
[01:17:29.260 --> 01:17:30.260]   There's murder that happens in that line.
[01:17:30.260 --> 01:17:31.260]   So sin has entered into mankind.
[01:17:31.260 --> 01:17:32.260]   Right?
[01:17:32.260 --> 01:17:33.260]   So it didn't stop with Adam and Eve.
[01:17:33.260 --> 01:17:34.260]   You start to see the sin coming.
[01:17:34.260 --> 01:17:36.260]   So the very first sin after what they did in chapter 4 is murder.
[01:17:36.260 --> 01:17:37.260]   Right?
[01:17:37.260 --> 01:17:38.260]   Taking of a life.
[01:17:38.260 --> 01:17:39.260]   And then what happens after that?
[01:17:39.260 --> 01:17:45.260]   Don't look at your Bible.
[01:17:45.260 --> 01:17:46.260]   Don't cheat.
[01:17:46.260 --> 01:17:48.260]   Adam to Noah.
[01:17:48.260 --> 01:17:49.260]   Adam to Noah.
[01:17:49.260 --> 01:17:50.260]   The genealogy.
[01:17:50.260 --> 01:17:52.260]   So what's the significance of the genealogy?
[01:17:52.260 --> 01:17:58.260]   I don't know if you got that far in yet.
[01:17:58.260 --> 01:18:01.260]   But if you read it, I hope you may have noticed something.
[01:18:01.260 --> 01:18:06.260]   And why is there a record of how long they lived?
[01:18:06.260 --> 01:18:07.260]   Everyone dies.
[01:18:07.260 --> 01:18:08.260]   Everyone dies.
[01:18:08.260 --> 01:18:09.260]   Yep.
[01:18:09.260 --> 01:18:10.260]   One.
[01:18:10.260 --> 01:18:11.260]   Everyone dies.
[01:18:11.260 --> 01:18:12.260]   Oh, good.
[01:18:12.260 --> 01:18:13.260]   Okay.
[01:18:13.260 --> 01:18:14.260]   It's not complete.
[01:18:14.260 --> 01:18:16.260]   There's one or two that doesn't, that don't fit.
[01:18:16.260 --> 01:18:20.260]   But for the most part, you see that the age is getting shorter and shorter and shorter.
[01:18:20.260 --> 01:18:21.260]   Right?
[01:18:21.260 --> 01:18:23.260]   The older ones were the ones in the beginning.
[01:18:23.260 --> 01:18:27.260]   And then the ones that come at the end, the lifespan is a little bit shorter.
[01:18:27.260 --> 01:18:29.260]   And then obviously as it goes, it gets shorter and shorter.
[01:18:29.260 --> 01:18:30.260]   Okay?
[01:18:30.260 --> 01:18:35.260]   So basically it's chronicling what sin is doing to mankind.
[01:18:35.260 --> 01:18:36.260]   Right?
[01:18:36.260 --> 01:18:41.260]   And that genealogy shows us how it's affecting not just the spiritual, but even the physical.
[01:18:41.260 --> 01:18:42.260]   Okay?
[01:18:42.260 --> 01:18:43.260]   Then what happens after that?
[01:18:43.260 --> 01:18:44.260]   Chapter six.
[01:18:44.260 --> 01:18:47.260]   What's in the beginning of chapter six?
[01:18:47.260 --> 01:18:58.260]   I can't decipher the mumbling.
[01:18:58.260 --> 01:18:59.260]   What is that?
[01:18:59.260 --> 01:19:00.260]   Huh?
[01:19:00.260 --> 01:19:04.260]   Sorry, my hearing is not good.
[01:19:04.260 --> 01:19:05.260]   The hearing is not good.
[01:19:05.260 --> 01:19:06.260]   You have to make it.
[01:19:06.260 --> 01:19:07.260]   Then what?
[01:19:07.260 --> 01:19:12.260]   How does men know it's still to God?
[01:19:12.260 --> 01:19:13.260]   Yes.
[01:19:13.260 --> 01:19:16.260]   But prior to that.
[01:19:16.260 --> 01:19:17.260]   Wickedness.
[01:19:17.260 --> 01:19:18.260]   Wickedness of man.
[01:19:18.260 --> 01:19:20.260]   So how wickedness of men, right?
[01:19:20.260 --> 01:19:22.260]   The sons of God marry the daughters of men.
[01:19:22.260 --> 01:19:23.260]   Right?
[01:19:23.260 --> 01:19:24.260]   And then that's a period of the Nephilim.
[01:19:24.260 --> 01:19:29.260]   And so you see the number of wickedness is growing.
[01:19:29.260 --> 01:19:34.260]   So we may or may not tackle that because that's not a 30 minute session.
[01:19:34.260 --> 01:19:35.260]   Right?
[01:19:35.260 --> 01:19:39.260]   I did a whole semester just on that topic when I was in seminary.
[01:19:39.260 --> 01:19:48.260]   Because the professor gave me a topic to choose and I was interested in who these people are.
[01:19:48.260 --> 01:19:51.260]   Anyway, I may or may not get into that.
[01:19:51.260 --> 01:19:52.260]   Okay?
[01:19:52.260 --> 01:19:54.260]   Because it's not a five minute session on that.
[01:19:54.260 --> 01:19:56.260]   But I'll mention it when I get there.
[01:19:56.260 --> 01:19:57.260]   Okay?
[01:19:57.260 --> 01:19:58.260]   So after that.
[01:19:58.260 --> 01:19:59.260]   Right?
[01:19:59.260 --> 01:20:00.260]   The sin is increasing.
[01:20:00.260 --> 01:20:02.260]   God becomes angry with mankind.
[01:20:02.260 --> 01:20:03.260]   Right?
[01:20:03.260 --> 01:20:04.260]   He grieves over their sins.
[01:20:04.260 --> 01:20:07.260]   And then he decides to judge the earth.
[01:20:07.260 --> 01:20:08.260]   Right?
[01:20:08.260 --> 01:20:09.260]   Chapter six.
[01:20:09.260 --> 01:20:12.260]   So what happens in chapter six, seven, eight?
[01:20:12.260 --> 01:20:16.260]   Okay.
[01:20:16.260 --> 01:20:17.260]   The flood comes.
[01:20:17.260 --> 01:20:18.260]   Right?
[01:20:18.260 --> 01:20:19.260]   The flood comes.
[01:20:19.260 --> 01:20:20.260]   So that whole section is going to be there.
[01:20:20.260 --> 01:20:22.260]   We're not going to cover it in one session.
[01:20:22.260 --> 01:20:25.260]   We're going to do like each chapter and there's emphasis on each one.
[01:20:25.260 --> 01:20:27.260]   And then so what happens after that?
[01:20:27.260 --> 01:20:28.260]   Chapter nine.
[01:20:28.260 --> 01:20:35.260]   Covenant with Noah.
[01:20:35.260 --> 01:20:36.260]   Right?
[01:20:36.260 --> 01:20:38.260]   And then there's three sons.
[01:20:38.260 --> 01:20:40.260]   They begin to repopulate the earth.
[01:20:40.260 --> 01:20:41.260]   And who are the three sons?
[01:20:41.260 --> 01:20:46.260]   Ham, Sham, and Japheth.
[01:20:46.260 --> 01:20:48.260]   So who's the one who gets into trouble?
[01:20:48.260 --> 01:20:49.260]   Ham.
[01:20:49.260 --> 01:20:50.260]   Ham.
[01:20:50.260 --> 01:20:50.260]   Right?
[01:20:50.260 --> 01:20:52.260]   He sees his father drunken and naked.
[01:20:52.260 --> 01:20:55.260]   And instead of covering him, he comes out and he's laughing.
[01:20:55.260 --> 01:20:57.260]   And then so as a result, he gets judged.
[01:20:57.260 --> 01:20:58.260]   Right?
[01:20:58.260 --> 01:21:04.260]   So the reason why these three are significant is because all mankind is traced with these three.
[01:21:04.260 --> 01:21:08.260]   Does anybody know how they're traced?
[01:21:12.260 --> 01:21:14.260]   So Ham's the one that's judged.
[01:21:14.260 --> 01:21:17.260]   And who are the descendants of Ham?
[01:21:17.260 --> 01:21:18.260]   Anybody know this?
[01:21:18.260 --> 01:21:19.260]   Huh?
[01:21:19.260 --> 01:21:20.260]   Canaanites.
[01:21:20.260 --> 01:21:21.260]   Canaanites.
[01:21:21.260 --> 01:21:22.260]   The Egyptians.
[01:21:22.260 --> 01:21:27.260]   I'm not sure if the Egyptians.
[01:21:27.260 --> 01:21:28.260]   Ethiopians.
[01:21:28.260 --> 01:21:33.260]   So basically the descendants of Ham are African in that area.
[01:21:33.260 --> 01:21:34.260]   Okay?
[01:21:34.260 --> 01:21:35.260]   And then you have Shem.
[01:21:35.260 --> 01:21:36.260]   Do you know who he is?
[01:21:36.260 --> 01:21:37.260]   Who his descendants are?
[01:21:37.260 --> 01:21:38.260]   Abraham.
[01:21:38.260 --> 01:21:39.260]   Yes.
[01:21:39.260 --> 01:21:40.260]   Abraham's descendants come from that.
[01:21:40.260 --> 01:21:41.260]   The Middle Easterners.
[01:21:41.260 --> 01:21:42.260]   Okay?
[01:21:42.260 --> 01:21:43.260]   They come from that group.
[01:21:43.260 --> 01:21:44.260]   So I think Egypt comes into that group.
